Query_ID,Query_Text,Index_Name,Document_ID,Author,Book,Aphorism_Number,Aphorism_Content,Search_Score,Relevance_Score,Evaluator_Comments
Q1,Love as collective happiness,aphorisms_bigram,AsVe2ZcBtDh5HkqoM5Jg,Ludwig Feuerbach,The Essence of Religion,55,"«As your heart, so is your God.» As the wishes of men , so are their Gods. The Greeks had limited Gods - that means : they had limited wishes . The Greeks did not wish to live forever, they only wished not to grow old and die, and they did not absolutely wish not to die, they only wished not to die now - unpleasant things always come too soon for man - only not in the bloom of their age, only not of a violent, painful death ; (25) they did not wish to be saved in heaven, only happy, only to live without trouble and pain ; they did not sigh as the Christians do, because they were subject to the necessity of Nature, to the wants of sexual instinct, of sleep, of eating and drinking ; they still submitted in their wishes to the limits of human nature ; they were not yet creators from nothing, they did not yet make wine from water, they only purified and distilled the water of Nature and changed it in an organic way into the blood of the Gods ; they drew the contents of divine and blissful life not from mere imagination, but from the materials of the real world ; they built the heaven of the Gods upon the ground of this earth. The Greeks did not make the divine,  the possible being, the original and end of the real one, but they made the real being the measure of the possible one. Even when they had refined and spiritualized their Gods by means of philosophy, their wishes were founded upon the ground of reality and human nature.. The Gods are realized wishes ; but the highest wish, the highest bliss of the philosopher, of the thinker as such,, is to think undisturbed. The Gods of the Greek philosopher - at least of the Greek philosopher par excellence, of the philosophical Jove, of Aristotle - are therefore undisturbed thinkers ; their happiness, their divinity, consists in the uninterrupted activity of thinking. But this activity, this happiness is itself a happiness, real within this world, within human nature - although here limited by interruptions - a defined, special, and therefore, in the conception of Christians, limited and poor happiness which is contradictory to the essence of true happiness ; for Christians have no limited but an unlimited God, surpassing all natural necessity, superhuman, extramundane,. transcendental,  tliey have unlimited , transcendental wishes which go beyond the world , beyond Nature , beyond the essence of man -  absolutely fantastic icishes. Christians wish to be infinitely greater and happier than the Gods of the Olympus ; their wish is a heaven in which all limits and all necessity of Nature are destroyed and all icishes are accomplished; (26) a heaven in which there exist no wants , no sufferings , no icounds , no struggles , no passions , no disturbances, no change of day and night, light and shade, joy and pain, as in the heaven of the Greeks. In short the object of their belief is no longer a limited, defined God, a God with the determined name of Jove, or Pluto, or Vulcan, but God without appellation, because the object of their wishes is not a named, finite, earthly happiness, a determined enjoyment, such as the enjoyment of love, or of beautiful music, or of moral liberty, or of thinking, but an enjoyment which embraces all enjoyments, yet which for this very reason is a transcendental one, surpassing all ideas and thoughts, the enjoyment of an infinite, unlimited, unspeakable, indescribable happiness. Happiness and divinity are the same thing. Happiness as an object of belief, of imagination, generally as a theoretical object, is the Deity, the deity as an object of the heart, of the will, (2T) of the wish as a practical object generally, is happiness. Or rather, the deity is an idea the truth and reality of which is only happiness. As far as the desire of happiness goes, so far, and no further, goes the idea of the deity. He who no longer has any supernatural wishes, has no longer any supernatural beings either.",14.078703,0,
Q1,Love as collective happiness,aphorisms_bigram,TsVe2ZcBtDh5HkqoGY1h,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,302,"_The Danger of the Happiest Ones._--To have fine senses and a fine taste; to be accustomed to the select and the intellectually best as our proper and readiest fare; to be blessed with a strong, bold, and daring soul; to go through life with a quiet eye and a firm step, ever ready for the worst as for a festival, and full of longing for undiscovered worlds and seas, men and Gods; to listen to all joyous music, as if there perhaps brave men, soldiers and seafarers, took a brief repose and enjoyment, and in the profoundest pleasure of the moment were overcome with tears and the whole purple melancholy of happiness: who would not like all this to be _his_ possession, his condition! It was the _happiness of Homerr_! The condition of him who invented the Gods for the Greeks,--nay, who invented _his_ Gods for himself! But let us not conceal the fact that with this happiness of Homer in one's soul, one is more liable to suffering than any other creature under the sun! And only at this price do we purchase the most precious pearl that the waves of existence have hitherto washed ashore! As its possessor one always becomes more sensitive to pain, and at last too sensitive: a little displeasure and loathing sufficed in the end to make Homer disgusted with life. He was unable to solve a foolish little riddle which some young fishers proposed to him! Yes, the little riddles are the dangers of the happiest ones!--",13.721036,0,
Q1,Love as collective happiness,aphorisms_bigram,csVe2ZcBtDh5HkqoA4kP,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,54,"_The Consciousness of Appearance.--_How wonderfully and novelly, and at the same time how awfully and ironically, do I feel myself situated with respect to collective existence, with my knowledge! I have _discovered_ for myself that the old humanity and animality, yea, the collective primeval age, and the past of all sentient being, continues to meditate, love, hate, and reason in me,--I have suddenly awoke in the midst of this dream, but merely to the consciousness that I just dream, and that I _must_ dream on in order not to perish; just as the sleep-walker must dream on in order not to tumble down. What is it that is now ""appearance"" to me! Verily, not the antithesis of any kind of essence,--what knowledge can I assert of any kind of essence whatsoever, except merely the predicates of its appearance! Verily not a dead mask which one could put upon an unknown X, and which to be sure one could also remove! Appearance is for me the operating and living thing itself; which goes so far in its self-mockery as to make me feel that here there is appearance, and Will o' the Wisp, and spirit-dance, and nothing more,--that among all these dreamers, I also, the ""thinker,"" dance my dance, that the thinker is a means of prolonging further the terrestrial dance, and in so far is one of the masters of ceremony of existence, and that the sublime consistency and connectedness of all branches of knowledge is perhaps, and will perhaps, be the best means for _maintaining_ the universality of the dreaming, the complete, mutual understandability of all those dreamers, and thereby _the duration of the dream_.",13.009181,0,
Q1,Love as collective happiness,aphorisms_bigram,2sVe2ZcBtDh5HkqoHI3G,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,337,"_Future ""Humanity.""--_When I look at this age with the eye of a distant future, I find nothing so remarkable in the man of the present day as his peculiar virtue and sickness called ""the historical sense."" It is a tendency to something quite new and foreign in history: if this embryo were given several centuries and more, there might finally evolve out of it a marvellous plant, with a smell equally marvellous, on account of which our old earth might be more pleasant to live in than it has been hitherto. We moderns are just beginning to form the chain of a very powerful, future sentiment, link by link,--we hardly know what we are doing. It almost seems to us as if it were not the question of a new sentiment, but of the decline of all old sentiments:--the historical sense is still something so poor and cold, and many are attacked by it as by a frost, and are made poorer and colder by it. To others it appears as the indication of stealthily approaching age, and our planet is regarded by them as a melancholy invalid, who, in order to forget his present condition, writes the history of his youth. In fact, this is one aspect of the new sentiment. He who knows how to regard the history of man in its entirety as _his own history,_ feels in the immense generalisation all the grief of the invalid who thinks of health, of the old man who thinks of the dream of his youth, of the lover who is robbed of his beloved, of the martyr whose ideal is destroyed, of the hero on the evening of the indecisive battle which has brought him wounds and the loss of a friend. But to bear this immense sum of grief of all kinds, to be able to bear it, and yet still be the hero who at the commencement of a second day of battle greets the dawn and his happiness, as one who has an horizon of centuries before and behind him, as the heir of all nobility, of all past intellect, and the obligatory heir (as the noblest) of all the old nobles; while at the same time the first of a new nobility, the equal of which has never been seen nor even dreamt of: to take all this upon his soul, the oldest, the newest, the losses, hopes, conquests, and victories of mankind: to have all this at last in one soul, and to comprise it in one feeling:--this would necessarily furnish a happiness which man has not hitherto known,--a God's happiness, full of power and love, full of tears and laughter, a happiness which, like the sun in the evening, continually gives of its inexhaustible riches and empties into the sea,--and like the sun, too, feels itself richest when even the poorest fisherman rows with golden oars! This divine feeling might then be called--humanity!",12.886559,1,
Q1,Love as collective happiness,aphorisms_bigram,0sVd2ZcBtDh5Hkqo_4h4,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,14,"_What is called Love._--The lust of property, and love: what different associations each of these ideas evoke!--and yet it might be the same impulse twice named: on the one occasion disparaged from the standpoint of those already possessing (in whom the impulse has attained something of repose,--who are now apprehensive for the safety of their ""possession""); on the other occasion viewed from the standpoint of the unsatisfied and thirsty, and therefore glorified as ""good."" Our love of our neighbour,--is it not a striving after new _property?_ And similarly our love of knowledge, of truth; and in general all the striving after novelties? We gradually become satiated with the old and securely possessed, and again stretch out our hands; even the finest landscape in which we live for three months is no longer certain of our love, and any kind of more distant coast excites our covetousness: the possession for the most part becomes smaller through possessing. Our pleasure in ourselves seeks to maintain itself by always transforming something new _into ourselves,_--that is just possessing. To become satiated with a possession, that is to become satiated with ourselves. (One can also suffer from excess,--even the desire to cast away, to share out, may assume the honourable name of ""love."") When we see any one suffering, we willingly utilise the opportunity then afforded to take possession of him; the beneficent and sympathetic man, for example, does this; he also calls the desire for new possession awakened in him, by the name of ""love,"" and has enjoyment in it, as in a new acquisition suggesting itself to him. The love of the sexes, however, betrays itself most plainly as the striving after possession: the lover wants the unconditioned, sole possession of the person longed for by him; he wants just as absolute power over her soul as over her body; he wants to be loved solely, and to dwell and rule in the other soul as what is highest and most to be desired. When one considers that this means precisely to _exclude_ all the world from a precious possession, a happiness, and an enjoyment; when one considers that the lover has in view the impoverishment and privation of all other rivals, and would like to become the dragon of his golden hoard, as the most inconsiderate and selfish of all ""conquerors"" and exploiters; when one considers finally that to the lover himself, the whole world besides appears indifferent, colourless, and worthless, and that he is ready to make every sacrifice, disturb every arrangement, and put every other interest behind his own,--one is verily surprised that this ferocious lust of property and injustice of sexual love should have been glorified and deified to such an extent at all times; yea, that out of this love the conception of love as the antithesis of egoism should have been derived, when it is perhaps precisely the most unqualified expression of egoism. Here, evidently, the non-possessors and desirers have determined the usage of language,--there were, of course, always too many of them. Those who have been favoured with much possession and satiety, have, to be sure, dropped a word now and then about the ""raging demon,"" as, for instance, the most lovable and most beloved of all the Athenians--Sophocles; but Eros always laughed at such revilers,--they were always his greatest favourites.--There is, of course, here and there on this terrestrial sphere a kind of sequel to love, in which that covetous longing of two persons for one another has yielded to a new desire and covetousness, to a _common,_ higher thirst for a superior ideal standing above them: but who knows this love? Who has experienced it? Its right name is _friendship._",11.859559,1,
Q1,Love as collective happiness,aphorisms_bigram,BsVe2ZcBtDh5HkqoM5J1,Friedrich Wilhelm Nietzsche,The Antichrist,1,"--Let us look each other in the face. We are Hyperboreans--we know well enough how remote our place is. ""Neither by land nor by water will you find the road to the Hyperboreans"": even Pindar,[1] in his day, knew _that_ much about us. Beyond the North, beyond the ice, beyond _death_--_our_ life, _our_ happiness.... We have discovered that happiness; we know the way; we got our knowledge of it from thousands of years in the labyrinth. Who _else_ has found it?--The man of today?--""I don't know either the way out or the way in; I am whatever doesn't know either the way out or the way in""--so sighs the man of today.... _This_ is the sort of modernity that made us ill,--we sickened on lazy peace, cowardly compromise, the whole virtuous dirtiness of the modern Yea and Nay. This tolerance and _largeur_ of the heart that ""forgives"" everything because it ""understands"" everything is a sirocco to us. Rather live amid the ice than among modern virtues and other such south-winds!... We were brave enough; we spared neither ourselves nor others; but we were a long time finding out _where_ to direct our courage. We grew dismal; they called us fatalists. _Our_ fate--it was the fulness, the tension, the _storing up_ of powers. We thirsted for the lightnings and great deeds; we kept as far as possible from the happiness of the weakling, from ""resignation""... There was thunder in our air; nature, as we embodied it, became overcast--_for we had not yet found the way_. The formula of our happiness: a Yea, a Nay, a straight line, a _goal_.... [1] _Cf._ the tenth Pythian ode. See also the fourth book of Herodotus. The Hyperboreans were a mythical people beyond the Rhipaean mountains, in the far North. They enjoyed unbroken happiness and perpetual youth.",10.125563,0,
Q1,Love as collective happiness,aphorisms_bigram,QsVe2ZcBtDh5HkqoH448,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,363,"_How each Sex has its Prejudice about Love.--_Notwithstanding all the concessions which I am inclined to make to the monogamie prejudice, I will never admit that we should speak of _equal_ rights in the love of man and woman: there are no such equal rights. The reason is that man and woman understand something different by the term love,--and it belongs to the conditions of love in both sexes that the one sex does _not_ presuppose the same feeling, the same conception of ""love,"" in the other sex. What woman understands by love is clear enough: complete surrender (not merely devotion) of soul and body, without any motive, without any reservation, rather with shame and terror at the thought of a devotion restricted by clauses or associated with conditions. In this absence of conditions her love is precisely a _faith:_ woman has no other.--Man, when he loves a woman, _wants_ precisely this love from her; he is consequently, as regards himself, furthest removed from the prerequisites of feminine love; granted, however, that there should also be men to whom on their side the demand for complete devotion is not unfamiliar,--well, they are really--not men. A man who loves like a woman becomes thereby a slave; a woman, however, who loves like a woman becomes thereby a _more perfect_ woman. ... The passion of woman in its unconditional renunciation of its own rights presupposes in fact that there does _not_ exist on the other side an equal _pathos,_ an equal desire for renunciation: for if both renounced themselves out of love, there would result--well, I don't know what, perhaps a _horror vacui?_ Woman wants to be taken and accepted as a possession, she wishes to be merged in the conceptions of ""possession"" and ""possessed""; consequently she wants one who _takes,_ who does not offer and give himself away, but who reversely is rather to be made richer in ""himself""--by the increase of power, happiness and faith which the woman herself gives to him. Woman gives herself, man takes her.--I do not think one will get over this natural contrast by any social contract, or with the very best will to do justice, however desirable it may be to avoid bringing the severe, frightful, enigmatical, and unmoral elements of this antagonism constantly before our eyes. For love, regarded as complete, great, and full, is nature, and as nature, is to all eternity something ""unmoral.""_--Fidelity_ is accordingly included in woman's love, it follows from the definition thereof; with man fidelity _may_ readily result in consequence of his love, perhaps as gratitude or idiosyncrasy of taste, and so-called elective affinity, but it does not belong to the _essence_ of his love--and indeed so little, that one might almost be entitled to speak of a natural opposition between love and fidelity in man, whose love is just a desire to possess, and _not_ a renunciation and giving away; the desire to possess, however, comes to an end every time with the possession.... As a matter of fact it is the more subtle and jealous thirst for possession in a man (who is rarely and tardily convinced of having this ""possession""), which makes his love continue; in that case it is even possible that his love may increase after the surrender,--he does not readily own that a woman has nothing more to ""surrender"" to him.--",9.957723,0,
Q1,Love as collective happiness,aphorisms_bigram,6sVe2ZcBtDh5HkqoEYtW,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,213,"_The Way to Happiness._--A sage asked of a fool the way to happiness. The fool answered without delay, like one who had been asked the way to the next town: ""Admire yourself, and live on the street!"" ""Hold,"" cried the sage, ""you require too much; it suffices to admire oneself!"" The fool replied: ""But how can one constantly admire without constantly despising?""",9.675309,0,
Q1,Love as collective happiness,aphorisms_bigram,8sVe2ZcBtDh5HkqoBokt,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,87,"_The Conceit of Artists._I think artists often do not know what they can do best, because they are too conceited, and have set their minds on something loftier than those little plants appear to be, which can grow up to perfection on their soil, fresh, rare, and beautiful. The final value of their own garden and vineyard is superciliously underestimated by them, and their love and their insight are not of the same quality. Here is a musician, who, more than any one else, has the genius for discovering the tones peculiar to suffering, oppressed, tortured souls, and who can endow even dumb animals with speech. No one equals him in the colours of the late autumn, in the indescribably touching happiness of a last, a final, and all too short enjoyment; he knows a chord for those secret and weird midnights of the soul when cause and effect seem out of joint, and when every instant something may originate ""out of nothing."" He draws his resources best of all out of the lower depths of human happiness, and so to speak, out of its drained goblet, where the bitterest and most nauseous drops have ultimately, for good or for ill, commingled with the sweetest. He knows the weary shuffling along of the soul which can no longer leap or fly, yea, not even walk; he has the shy glance of concealed pain, of understanding without comfort, of leave-taking without avowal; yea, as the Orpheus of all secret misery, he is greater than anyone; and in fact much has been added to art by him which was hitherto inexpressible and not even thought worthy of art, and which was only to be scared away, by words, and not grasped many small and quite microscopic features of the soul: yes, he is the master of miniature. But he does not _wish_ to be so! His _character_ is more in love with large walls and daring frescoes! He fails to see that his _spirit_ has a different taste and inclination, and prefers to sit quietly in the corners of ruined houses:--concealed in this way, concealed even from himself, he there paints his proper masterpieces, all of which are very short, often only one bar in length,--there only does he become quite good, great, and perfect, perhaps there only.--But he does not know it! He is too conceited to know it.",9.324676,0,
Q1,Love as collective happiness,aphorisms_bigram,xsVe2ZcBtDh5HkqoMpE1,Ludwig Feuerbach,The Essence of Religion,40,"As the world, as Nature appears to man, so she is i e. for him, according to his imagination ; his sensations and imaginations are to him directly and unconsciously the measure of truth and reality ; and Nature appears to him just as he is himself. As soon as man perceives that in spite of sun and moon, heaven and earth, fire and water, plants and animals, man's life requires the application and even the just application of his own powers; as soon as he perceives that «the mortals unjustly complain of the Gods, and that they themselves in spite of fate, through imprudence, produce their misery ,» that the consequences of vice and folly are disease, unhappiness and death, but those of virtue and wisdom, health, life and happiness, and that, therefore, those powers which influence man's destiny, are intellect and will ; as soon, therefore, as man no more like the savage, is a being governed by the habits of momentary impressions and effects, but becomes a being which decides himself by principles, rules of wisdom, laws of reason,  a thinking, intelligent being - then also Nature, the world ' appears and is to him a being dependent on, and influenced by, intellect and will.",8.993536,0,
Q1,Love as collective happiness,aphorisms_bigram,6sVe2ZcBtDh5HkqoBokJ,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,85,"_The Good and the Beautiful._--Artists, glorify continually--they do nothing else,--and indeed they glorify all those conditions and things that have a reputation, so that man may feel himself good or great, or intoxicated, or merry, or pleased and wise by it. Those _select_ things and conditions whose value for human _happiness_ is regarded as secure and determined, are the objects of artists: they are ever lying in wait to discover such things, to transfer them into the domain of art. I mean to say that they are not themselves the valuers of happiness and of the happy ones, but they always press close to these valuers with the greatest curiosity and longing, in order immediately to use their valuations advantageously. As besides their impatience, they have also the big lungs of heralds and the feet of runners, they are generally always among the first to glorify the _new_ excellency, and often _seem_ to be the first who have called it good and valued it as good. This, however, as we have said, is an error; they are only faster and louder than the actual valuers:--And who then are these?--They are the rich and the leisurely.",8.848019,0,
Q1,Love as collective happiness,aphorisms_bigram,CsVe2ZcBtDh5HkqoAInN,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,28,"_Injuring with ones best Qualities._--Out strong points sometimes drive us so far forward that we cannot any longer endure our weaknesses, and we perish by them: we also perhaps see this result beforehand, but nevertheless do not want it to be otherwise. We then become hard towards that which would fain be spared in us, and our pitilessness is also our greatness. Such an experience, which must in the end cost us our Hie, is a symbol of the collective effect of great men upon others and upon their epoch:--it is just with their best abilities, with that which only _they_ can do, that they destroy much that is weak, uncertain, evolving, and _willing,_ and are thereby injurious. Indeed, the case may happen in which, taken on the whole, they only do injury, because their best is accepted and drunk up as it were solely by those who lose their understanding and their egoism by it, as by too strong a beverage; they become so intoxicated that they go breaking their limbs on all the wrong roads where their drunkenness drives them.",8.698343,0,
Q1,Love as collective happiness,aphorisms_bigram,rsVe2ZcBtDh5HkqoG42a,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,326,"_Physicians of the Soul and Pain._--All preachers of morality, as also all theologians, have a bad habit in common: all of them try to persuade man that he is very ill, and that a severe, final, radical cure is necessary. And because mankind as a whole has for centuries listened too eagerly to those teachers, something of the superstition that the human race is in a very bad way has actually come over men: so that they are now far too ready to sigh; they find nothing more in life and make melancholy faces at each other, as if life were indeed very hard _to endure._ In truth, they are inordinately assured of their life and in love with it, and full of untold intrigues and subtleties for suppressing everything disagreeable, and for extracting the thorn from pain and misfortune. It seems to me that people always speak _with exaggeration_ about pain and misfortune, as if it were a matter of good behaviour to exaggerate here: on the other hand people are intentionally silent in regard to the number of expedients for alleviating pain; as for instance, the deadening of it, feverish flurry of thought, a peaceful position, or good and bad reminiscences, intentions, and hopes,--also many kinds of pride and fellow-feeling, which have almost the effect of anæsthetics: while in the greatest degree of pain fainting takes place of itself. We understand very well how to pour sweetness on our bitterness, especially on the bitterness of our soul; we find a remedy in our bravery and sublimity, as well as in the nobler delirium of submission and resignation. A loss scarcely remains a loss for an hour: in some way or other a gift from heaven has always fallen into our lap at the same moment--a new form of strength, for example: be it but a new opportunity for the exercise of strength! What have the preachers of morality not dreamt concerning the inner ""misery"" of evil men! What _lies_ have they not told us about the misfortunes of impassioned men! Yes, lying is here the right word: they were only too well aware of the overflowing happiness of this kind of man, but they kept silent as death about it; because it was a refutation of their theory, according to which happiness only originates through the annihilation of the passions and the silencing of the will! And finally, as regards the recipe of all those physicians of the soul and their recommendation of a severe radical cure, we may be allowed to ask: Is our life really painful and burdensome enough for us to exchange it with advantage for a Stoical mode of living, and Stoical petrification? We do _not_ feel _sufficiently miserable_ to have to feel ill in the Stoical fashion!",8.685652,0,
Q1,Love as collective happiness,aphorisms_bigram,tsVe2ZcBtDh5HkqoG43S,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,328,"_Doing Harm to Stupidity._--It is certain that the belief in the reprehensibility of egoism, preached with such stubbornness and conviction, has on the whole done harm to egoism (_in favour of the herd-instinct,_ as I shall repeat a hundred times!), especially by depriving it of a good conscience, and by bidding us seek in it the source of all misfortune. ""Thy selfishness is the bane of thy life""--so rang the preaching for millenniums: it did harm, as we have said, to selfishness, and deprived it of much spirit, much cheerfulness, much ingenuity, and much beauty; it stultified and deformed and poisoned selfishness!--Philosophical antiquity, on the other hand, taught that there was another principal source of evil: from Socrates downwards, the thinkers were never weary of preaching that ""your thoughtlessness and stupidity, your unthinking way of living according to rule, and your subjection to the opinion of your neighbour, are the reasons why you so seldom attain to happiness,--we thinkers are, as thinkers, the happiest of mortals."" Let us not decide here whether this preaching against stupidity was more sound than the preaching against selfishness; it is certain, however, that stupidity was thereby deprived of its good conscience:--those philosophers _did harm to stupidity._",8.658192,0,
Q1,Love as collective happiness,aphorisms_bigram,ZsVe2ZcBtDh5HkqoNZKq,Friedrich Wilhelm Nietzsche,The Antichrist,25,"The history of Israel is invaluable as a typical history of an attempt to _denaturize_ all natural values: I point to five facts which bear this out. Originally, and above all in the time of the monarchy, Israel maintained the _right_ attitude of things, which is to say, the natural attitude. Its Jahveh was an expression of its consciousness of power, its joy in itself, its hopes for itself: to him the Jews looked for victory and salvation and through him they expected nature to give them whatever was necessary to their existence--above all, rain. Jahveh is the god of Israel, and _consequently_ the god of justice: this is the logic of every race that has power in its hands and a good conscience in the use of it. In the religious ceremonial of the Jews both aspects of this self-approval stand revealed. The nation is grateful for the high destiny that has enabled it to obtain dominion; it is grateful for the benign procession of the seasons, and for the good fortune attending its herds and its crops.--This view of things remained an ideal for a long while, even after it had been robbed of validity by tragic blows: anarchy within and the Assyrian without. But the people still retained, as a projection of their highest yearnings, that vision of a king who was at once a gallant warrior and an upright judge--a vision best visualized in the typical prophet (_i. e._, critic and satirist of the moment), Isaiah.--But every hope remained unfulfilled. The old god no longer _could_ do what he used to do. He ought to have been abandoned. But what actually happened? Simply this: the conception of him was _changed_--the conception of him was _denaturized_; this was the price that had to be paid for keeping him.--Jahveh, the god of ""justice""--he is in accord with Israel _no more_, he no longer vizualizes the national egoism; he is now a god only conditionally.... The public notion of this god now becomes merely a weapon in the hands of clerical agitators, who interpret all happiness as a reward and all unhappiness as a punishment for obedience or disobedience to him, for ""sin"": that most fraudulent of all imaginable interpretations, whereby a ""moral order of the world"" is set up, and the fundamental concepts, ""cause"" and ""effect,"" are stood on their heads. Once natural causation has been swept out of the world by doctrines of reward and punishment some sort of _un_-natural causation becomes necessary: and all other varieties of the denial of nature follow it. A god who _demands_--in place of a god who helps, who gives counsel, who is at bottom merely a name for every happy inspiration of courage and self-reliance.... _Morality_ is no longer a reflection of the conditions which make for the sound life and development of the people; it is no longer the primary life-instinct; instead it has become abstract and in opposition to life--a fundamental perversion of the fancy, an ""evil eye"" on all things. _What_ is Jewish, _what_ is Christian morality? Chance robbed of its innocence; unhappiness polluted with the idea of ""sin""; well-being represented as a danger, as a ""temptation""; a physiological disorder produced by the canker worm of conscience....",7.585329,0,
Q1,Love as collective happiness,aphorisms_bigram,xsVe2ZcBtDh5HkqoBYk8,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,76,"_The greatest Danger._--Had there not at all times been a larger number of men who regarded the cultivation of their mind--their ""rationality""--as their pride, their obligation, their virtue, and were injured or shamed by all play of fancy and extravagance of thinking--as lovers of ""sound common sense"":--mankind would long ago have perished! Incipient _insanity_ has hovered, and hovers continually over mankind as its greatest danger: it is precisely the breaking out of inclination in feeling, seeing, and hearing; the enjoyment of the unruliness of the mind; the delight in human unreason. It is not truth and certainty that is the antithesis of the world of the insane, but the universality and all-obligatoriness of a belief, in short, non-voluntariness in forming opinions. And the greatest labour of human beings hitherto has been to agree with one another regarding a number of things, and to impose upon themselves a _law of agreement_--indifferent whether these things are true or false. This is the discipline of the mind which has preserved mankind;--but the counter-impulses are still so powerful that one can really speak of the future of mankind with little confidence. The ideas of things still continually shift and move, and will perhaps alter more than ever in the future; it is continually the most select spirits themselves who strive against universal obligatoriness--the investigators of _truth_ above all! The accepted belief, as the belief of all the world, continually engenders a disgust and a new longing in the more ingenious minds; and already the slow _tempo_ which it demands for all intellectual processes (the imitation of the tortoise, which is here recognised as the rule) makes the artists and poets runaways:--it is in these impatient spirits that a downright delight in delirium breaks out, because delirium has such a joyful _tempo!_ Virtuous intellects, therefore, are needed--ah! I want to use the least ambiguous word,--_virtuous stupidity_ is needed, imperturbable conductors of the _slow_ spirits are needed, in order that the faithful of the great collective belief may remain with one another and dance their dance further: it is a necessity of the first importance that here enjoins and demands. _We others are the exceptions and the danger,_--we eternally need protection--Well, there can actually be something said in favour of the exceptions _provided that they never want to become the rule._",7.416073,0,
